KP_beg,KP_end,symbol,type_id,value,text_shrt,text_long,set_id,desc,colour,range,category_id,date_created,notes,name,column_id_rec,column_id_con,x1,x2,y1,y2
1038564.35,1038576.35,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1038576.35,1038578.79,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1038578.79,1038590.79,DOC,DOC,1.2,1.2m RD,1.2m RD - DWG# PT640001,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1038590.79,1038843,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1038843,1039358.05,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039358.05,1039370.05,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039370.05,1039652.17,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039652.17,1039664.17,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039664.17,1039684.99,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039684.99,1039696.99,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039696.99,1039775.56,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039775.56,1039787.56,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039787.56,1039807,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039807,1039887,DOC,DOC,1.2,1.2m CG/1.5m FG,1.2m CG/1.5m FG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039887,1039899.51,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039899.51,1039911.51,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1039911.51,1040203.46,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040203.46,1040215.46,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040215.46,1040291,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040291,1040315,DOC,DOC,1.2,1.2m CG/1.2m FG,1.2m CG/1.2m FG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040315,1040346.7,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040346.7,1040358.7,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040358.7,1040466.28,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040466.28,1040478.28,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040478.28,1040511,DOC,DOC,1.2,1.2m CG,1.2m CG - Alignment Sheets,16,,"[176, 55, 125]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040511,1040723,DOC,DOC,2,2.0m CG,2.0m CG - Alignment Sheets,16,,"[129, 36, 79]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040723,1040805,DOC,DOC,3,3.0m CE,3.0m CE - BGC Dominant Design,16,,"[71, 14, 22]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040805,1040856,DOC,DOC,2,2.0m FG,2.0m FG - Alignment Sheets,16,,"[129, 36, 79]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040856,1040904,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040904,1040984,DOC,DOC,1.5,1.5m FG,1.5m FG - Alignment Sheets,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
