KP_beg,KP_end,symbol,type_id,value,text_shrt,text_long,set_id,desc,colour,range,category_id,date_created,notes,name,column_id_rec,column_id_con,x1,x2,y1,y2
1062200,1062240,TS,FW,15,15-20cm FW,15-20cm Full Width,2,,"[119, 106, 67]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1062240,1062348,TS,SSH,15,15-20cm SSH,15-20cm Site-Specific Handling,2,,"[131, 136, 68]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1062348,1062614,TS,FW,15,15-20cm FW,15-20cm Full Width,2,,"[119, 106, 67]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1062614,1062833,TS,SSH,40,40cm SSH,40cm Site-Specific Handling,2,,"[51, 66, 31]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1062833,1063138,TS,SSH,0,0cm SSH,0cm Site-Specific Handling,2,,"[179, 178, 91]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1063138,1063249,TS,FW,20,20cm FW,20cm Full Width,2,,"[97, 86, 52]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1063249,1063281,TS,SSH,20,20cm SSH,20cm Site-Specific Handling,2,,"[115, 122, 61]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1063281,1063788,TS,FW,20,20cm FW,20cm Full Width,2,,"[97, 86, 52]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1063788,1063989,TS,FW,10,10-15cm FW,10-15cm Full Width,2,,"[140, 126, 81]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1063989,1064107,TS,SSH,10,10-15cm SSH,10-15cm Site-Specific Handling,2,,"[147, 150, 76]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1064107,1064829,TS,FW,10,10-15cm FW,10-15cm Full Width,2,,"[140, 126, 81]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1064829,1064862,TS,TRENCHLESS,10,10-15cm TRENCHLESS,10-15cm Trenchless Crossing,2,,"[121, 40, 109]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1064862,1064891,TS,TRENCHLESS,0,NONE TRENCHLESS,NONE Trenchless Crossing,2,,"[163, 54, 145]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1064891,1066053,TS,FW,10,10-15cm FW,10-15cm Full Width,2,,"[140, 126, 81]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1066053,1066077,TS,SSH,10,10-15cm SSH,10-15cm Site-Specific Handling,2,,"[147, 150, 76]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
1066077,1066327,TS,FW,10,10-15cm FW,10-15cm Full Width,2,,"[140, 126, 81]",TRUE,11,2021-10-10,Env alignment sheets,Topsoil Handling,2,2,11,15,76.522,386.522
