project_id,name,description,temp_geometry_fname
1,SSEID 5.24.005,,/Users/riley/Projects/linear-planning-app/server/pop_db/data/centerlines/SSEID005p24p5_SHP/CNTRLINE_SSEID005p24p5.shp
1,SSEID 5.24.006,,/Users/riley/Projects/linear-planning-app/server/pop_db/data/centerlines/SSEID005p24p6_SHP/CNTRLINE_SSEID005p24p6.shp
1,SSEID 5.24.007,,/Users/riley/Projects/linear-planning-app/server/pop_db/data/centerlines/SSEID005p24p7_SHP/CNTRLINE_SSEID005p24p7.shp
1,SSEID 5.24.009,,/Users/riley/Projects/linear-planning-app/server/pop_db/data/centerlines/SSEID005p24p9_SHP/CNTRLINE_SSEID005p24p9.shp
