geometry,y,x
POINT Z (-121.1959297710255 49.54908646081692 2.229007804999128e-07),735.1903686523438,1008599.2969593966
POINT Z (-121.1963555269732 49.54886406342219 2.229007804999128e-07),750.9317016601562,1008640.4883411502
POINT Z (-121.1967884071183 49.54862582236872 2.229007804999128e-07),758.23828125,1008682.1457031035
POINT Z (-121.1971089145454 49.54825862123469 2.229007804999128e-07),753.5493774414062,1008729.9454658503
POINT Z (-121.1972715247565 49.54778580211573 2.229007804999128e-07),749.9797973632812,1008783.8227767529
POINT Z (-121.1974341349676 49.54731298299678 2.229007804999128e-07),747.9701538085938,1008837.7001096198
POINT Z (-121.1975967451786 49.54684016387782 2.229007804999128e-07),748.0589599609375,1008891.5774626293
POINT Z (-121.1977593553897 49.54636734475886 2.229007804999128e-07),746.73681640625,1008945.4548344036
POINT Z (-121.1979219656008 49.54589452563989 2.229007804999128e-07),742.8701782226562,1008999.3322249505
POINT Z (-121.1980845758119 49.54542170652094 2.229007804999128e-07),742.0800170898438,1009053.2096342666
POINT Z (-121.1982471860229 49.54494888740197 2.229007804999128e-07),746.4988403320312,1009107.0870623521
POINT Z (-121.198409796234 49.544476068283 2.229007804999128e-07),746.9083862304688,1009160.9645092066
POINT Z (-121.1985724064451 49.54400324916406 2.229007804999128e-07),741.0449829101562,1009214.8419753789
POINT Z (-121.1987350166561 49.5435304300451 2.229007804999128e-07),736.2546997070312,1009268.7194617784
POINT Z (-121.198953415208 49.5430829662434 2.229007804999128e-07),730.1500244140625,1009321.0417920788
POINT Z (-121.1992026881248 49.54264953457297 2.229007804999128e-07),729.4005737304688,1009372.5035070293
POINT Z (-121.1995099783312 49.54225881854838 2.229007804999128e-07),731.699951171875,1009421.505983806
POINT Z (-121.1998435776058 49.54188733511813 2.229007804999128e-07),729.7415161132812,1009469.3999700898
POINT Z (-121.2001049838516 49.54146111126299 2.229007804999128e-07),728.2476196289062,1009520.4308202463
POINT Z (-121.2003663900973 49.54103488740783 2.229007804999128e-07),726.2721557617188,1009571.4617243013
POINT Z (-121.2006902508109 49.54065459886853 2.229007804999128e-07),721.9906005859375,1009619.8426299082
POINT Z (-121.2010192535174 49.5402780922695 2.229007804999128e-07),720.8109741210938,1009668.0054292699
POINT Z (-121.2013482562239 49.53990158567044 2.229007804999128e-07),721.2401733398438,1009716.1683145135
POINT Z (-121.2015976142421 49.53947002593791 2.229007804999128e-07),716.3394165039062,1009767.5366523517
POINT Z (-121.2018335756126 49.53902920598415 2.229007804999128e-07),714.5374145507812,1009819.4441969225
POINT Z (-121.2020695369831 49.53858838603042 2.229007804999128e-07),712.7283935546875,1009871.3517866528
POINT Z (-121.2023054983537 49.53814756607669 2.229007804999128e-07),714.419189453125,1009923.2594209829
POINT Z (-121.2025414597242 49.53770674612293 2.229007804999128e-07),715.1663818359375,1009975.16709997
POINT Z (-121.2027844514096 49.53726979702133 2.229007804999128e-07),708.049560546875,1010026.8412473259
POINT Z (-121.2030307747683 49.53683468232036 2.229007804999128e-07),706.0175170898438,1010078.404752144
POINT Z (-121.2032770981269 49.5363995676194 2.229007804999128e-07),708.026123046875,1010129.9683054994
POINT Z (-121.2035234214855 49.53596445291844 2.229007804999128e-07),704.7578125,1010181.5319073884
POINT Z (-121.2037727543662 49.53553120026363 2.229007804999128e-07),703.359375,1010232.9848782589
POINT Z (-121.2040521842247 49.53511656915749 2.229007804999128e-07),703.0704345703125,1010283.3311761615
POINT Z (-121.2043316140832 49.53470193805137 2.229007804999128e-07),701.366943359375,1010333.6775310665
POINT Z (-121.2046110439417 49.53428730694522 2.229007804999128e-07),701.1112670898438,1010384.0239458013
POINT Z (-121.2048967503024 49.5338770993429 2.229007804999128e-07),701.1272583007812,1010434.1127685902
POINT Z (-121.2051932718397 49.53347451397565 2.229007804999128e-07),705.2310791015625,1010483.757664979
POINT Z (-121.2054444371559 49.53304781289167 2.229007804999128e-07),705.2073974609375,1010534.8545847745
POINT Z (-121.2056123728747 49.53257685897211 2.229007804999128e-07),697.6885986328125,1010588.6159093516
POINT Z (-121.2057249270368 49.53209195784217 2.229007804999128e-07),691.01171875,1010643.2575579189
POINT Z (-121.2058000842705 49.53159763872436 2.229007804999128e-07),681.5452270507812,1010698.4936398806
POINT Z (-121.2058752415042 49.53110331960657 2.229007804999128e-07),681.0549926757812,1010753.7297235436
POINT Z (-121.2059503987379 49.53060900048877 2.229007804999128e-07),675.930908203125,1010808.96580498
POINT Z (-121.2060255559715 49.53011468137095 2.229007804999128e-07),677.6355590820312,1010864.20187475
POINT Z (-121.2062398120281 49.52966775498734 2.229007804999128e-07),674.9111938476562,1010916.495323615
POINT Z (-121.2065239930988 49.52926347362911 2.229007804999128e-07),676.0994262695312,1010966.3271932452
POINT Z (-121.2068933836901 49.52892650094312 2.229007804999128e-07),674.8431396484375,1011012.3586699414
POINT Z (-121.2072281686765 49.52856968032224 2.229007804999128e-07),687.0518798828125,1011059.5477518536
POINT Z (-121.2073325076328 49.52808068811147 2.229007804999128e-07),680.3944702148438,1011114.4448839832
POINT Z (-121.2074368465892 49.5275916959007 2.229007804999128e-07),674.868408203125,1011169.3420090154
POINT Z (-121.2075411855455 49.52710270368993 2.229007804999128e-07),673.1465454101562,1011224.2391387441
POINT Z (-121.2076455245018 49.52661371147916 2.229007804999128e-07),673.187255859375,1011279.1362731679
POINT Z (-121.2077711708628 49.52613052443383 2.229007804999128e-07),660.9800415039062,1011333.6674133067
POINT Z (-121.2079292900629 49.52565618455721 2.229007804999128e-07),666.5997314453125,1011387.6407582082
POINT Z (-121.2078586707651 49.52517818428522 2.229007804999128e-07),660.6721801757812,1011441.8438363917
POINT Z (-121.2078577981041 49.52470382797953 2.229007804999128e-07),651.8660888671875,1011495.8190653233
POINT Z (-121.2080135017244 49.52423037875261 2.229007804999128e-07),645.7268676757812,1011549.739713341
POINT Z (-121.2080910924356 49.5237364357584 2.229007804999128e-07),643.8657836914062,1011604.9517897231
POINT Z (-121.2081686831469 49.5232424927642 2.229007804999128e-07),641.196533203125,1011660.1638541669
POINT Z (-121.2082462738581 49.52274854976999 2.229007804999128e-07),645.7354736328125,1011715.3759279787
POINT Z (-121.2082953538388 49.522251341863 2.229007804999128e-07),648.2860107421875,1011770.7965619875
POINT Z (-121.2082907301238 49.52175490261558 2.229007804999128e-07),652.5463256835938,1011826.1682380112
POINT Z (-121.2081997323653 49.52126325293548 2.229007804999128e-07),654.30712890625,1011881.2343008276
POINT Z (-121.2081087346069 49.52077160325538 2.229007804999128e-07),654.447021484375,1011936.30036486
POINT Z (-121.2079999134304 49.52028546918857 2.229007804999128e-07),652.1258544921875,1011991.0211328731
POINT Z (-121.2077973085858 49.51982835730186 2.229007804999128e-07),652.197021484375,1012043.925012014
POINT Z (-121.2075947037413 49.51937124541515 2.229007804999128e-07),643.3162231445312,1012096.8289257151
POINT Z (-121.2073920988967 49.51891413352844 2.229007804999128e-07),642.6356201171875,1012149.7328761241
POINT Z (-121.2071894940522 49.51845702164174 2.229007804999128e-07),649.5166625976562,1012202.6368632356
POINT Z (-121.2069868892077 49.51799990975503 2.229007804999128e-07),649.11962890625,1012255.5408870486
POINT Z (-121.2067605484092 49.51756175209487 2.229007804999128e-07),652.3489990234375,1012307.3930110955
POINT Z (-121.2063761444308 49.51724852568005 2.229007804999128e-07),641.2764282226562,1012352.3000777161
POINT Z (-121.2061228147971 49.51681958748707 2.229007804999128e-07),642.7684326171875,1012403.5231382069
POINT Z (-121.2058581775146 49.51640659369398 2.229007804999128e-07),634.0136108398438,1012453.9003650338
POINT Z (-121.2056527358051 49.51595074974699 2.229007804999128e-07),625.77001953125,1012506.7265767946
POINT Z (-121.2054472940957 49.51549490579998 2.229007804999128e-07),626.5593872070312,1012559.5528276139
POINT Z (-121.2052846527677 49.51502883630308 2.229007804999128e-07),625.2758178710938,1012612.5977024621
POINT Z (-121.2052618555565 49.5145293562863 2.229007804999128e-07),638.666748046875,1012663.4637578059
POINT Z (-121.2052390583453 49.51402987626953 2.229007804999128e-07),641.2789916992188,1012714.2658141209
POINT Z (-121.2052162611341 49.51353039625275 2.229007804999128e-07),656.7901611328125,1012765.0678749457
POINT Z (-121.2050600289217 49.51306215572633 2.229007804999128e-07),657.030029296875,1012833.0260630538
POINT Z (-121.2048587355156 49.51260446482118 2.229007804999128e-07),657.3587646484375,1012934.5120897957
POINT Z (-121.2044590017743 49.51232311910997 2.229007804999128e-07),657.9954223632812,1012954.7514058655
POINT Z (-121.2042299633371 49.51190217466688 2.229007804999128e-07),660.5274047851562,1013005.467147054
POINT Z (-121.2039882876368 49.5114843677406 2.229007804999128e-07),655.0599365234375,1013055.6682947848
POINT Z (-121.2035857095491 49.5112553731677 2.229007804999128e-07),652.3384399414062,1013097.2288902148
POINT Z (-121.2032796766255 49.51088649024877 2.229007804999128e-07),647.859375,1013145.2777474276
POINT Z (-121.202888131053 49.51058558610021 2.229007804999128e-07),645.8685913085938,1013190.0232413408
POINT Z (-121.2026716143492 49.51016576192436 2.229007804999128e-07),643.897216796875,1013243.3075477261
POINT Z (-121.2023791865138 49.50977732566234 2.229007804999128e-07),639.7584228515625,1013292.1689365386
POINT Z (-121.2020195201249 49.50943429801847 2.229007804999128e-07),632.1402587890625,1013339.8633128727
POINT Z (-121.2016573902431 49.50909085923549 2.229007804999128e-07),626.4298095703125,1013385.2737892157
POINT Z (-121.201357138837 49.50869240959361 2.229007804999128e-07),623.5987548828125,1013439.7626117984
POINT Z (-121.2011725747348 49.50822772035099 2.229007804999128e-07),616.8111572265625,1013491.3688739698
POINT Z (-121.2008222060411 49.50788316505152 2.229007804999128e-07),606.62060546875,1013538.206133367
POINT Z (-121.2004381276456 49.50756303416239 2.229007804999128e-07),596.1990356445312,1013583.379518763
POINT Z (-121.2002147333758 49.50717670407299 2.229007804999128e-07),593.1494140625,1013632.2031179147
POINT Z (-121.2002971707355 49.50668354681438 2.229007804999128e-07),597.73876953125,1013687.3653085436
POINT Z (-121.2003796080952 49.50619038955575 2.229007804999128e-07),604.0579833984375,1013742.5275053311
POINT Z (-121.2005002848707 49.50570591589943 2.229007804999128e-07),611.4287719726562,1013797.1399909895
POINT Z (-121.2006597653784 49.50523590778883 2.229007804999128e-07),612.0498046875,1013850.8672794384
POINT Z (-121.2009598693545 49.5048359857921 2.229007804999128e-07),617.9404296875,1013900.3639433114
POINT Z (-121.2012599733307 49.50443606379537 2.229007804999128e-07),627.8306274414062,1013949.8606674079
POINT Z (-121.2015600773069 49.50403614179861 2.229007804999128e-07),638.5086059570312,1013999.3574632303
POINT Z (-121.2018601812831 49.50363621980188 2.229007804999128e-07),647.3479614257812,1014048.8543333217
POINT Z (-121.2020852177144 49.5031923290457 2.229007804999128e-07),653.3137817382812,1014100.9719865203
POINT Z (-121.2022872470321 49.50273496250254 2.229007804999128e-07),655.8501586914062,1014153.8928901164
POINT Z (-121.2024892763499 49.50227759595941 2.229007804999128e-07),656.0098266601562,1014206.8138230963
POINT Z (-121.2026767651389 49.50181465730586 2.229007804999128e-07),656.0606079101562,1014260.0807409366
POINT Z (-121.2029325476387 49.50138534798949 2.229007804999128e-07),657.260009765625,1014311.3023325946
POINT Z (-121.2031994198363 49.50096256422193 2.229007804999128e-07),654.060791015625,1014362.134843357
POINT Z (-121.2034689843874 49.50054145265383 2.229007804999128e-07),652.3203735351562,1014412.868156539
POINT Z (-121.2037361595947 49.50011885235204 2.229007804999128e-07),652.1498413085938,1014463.6898519808
POINT Z (-121.2039953775968 49.49969129413682 2.229007804999128e-07),649.771240234375,1014514.8057421113
POINT Z (-121.2042763945297 49.4992791581338 2.229007804999128e-07),643.5712280273438,1014565.026301509
POINT Z (-121.2045932844895 49.49889240142297 2.229007804999128e-07),636.1298217773438,1014613.7734735376
POINT Z (-121.2049015443468 49.49849953183859 2.229007804999128e-07),630.0499877929688,1014662.8755320424
POINT Z (-121.2051612431413 49.49807226548594 2.229007804999128e-07),621.9506225585938,1014713.9742184082
POINT Z (-121.2054370802916 49.4976564984194 2.229007804999128e-07),614.3106079101562,1014764.4063074469
POINT Z (-121.2057561365997 49.49727152689808 2.229007804999128e-07),608.8109741210938,1014813.053109802
POINT Z (-121.2060772110442 49.49688823713207 2.229007804999128e-07),601.5912475585938,1014861.6053576727
POINT Z (-121.2064302214875 49.49653494959831 2.229007804999128e-07),593.7606201171875,1014908.5213666451
POINT Z (-121.2068461010363 49.49626947052587 2.229007804999128e-07),589.9224243164062,1014951.3698225856
POINT Z (-121.2073006142086 49.4960611011994 2.229007804999128e-07),586.44140625,1014991.6260067734
POINT Z (-121.2077622410623 49.49591504447928 2.229007804999128e-07),586.380615234375,1015031.2648267068
POINT Z (-121.2082520243193 49.49601560471573 2.229007804999128e-07),588.2893676757812,1015068.4597454319
POINT Z (-121.2087418077523 49.49611616409503 2.229007804999128e-07),590.0825805664062,1015105.6545773845
POINT Z (-121.2092315911853 49.49621672347432 2.229007804999128e-07),595.1998291015625,1015142.8493538029
POINT Z (-121.2097213746183 49.49631728285361 2.229007804999128e-07),603.6504516601562,1015180.0440567279
POINT Z (-121.2102111580513 49.49641784223288 2.229007804999128e-07),606.9807739257812,1015217.2386805732
POINT Z (-121.2107041232996 49.49648862090995 2.229007804999128e-07),609.6098022460938,1015254.1278257596
POINT Z (-121.2112040963866 49.49649380861569 2.229007804999128e-07),612.3892211914062,1015290.3443102964
POINT Z (-121.2117035269555 49.49649282448272 2.229007804999128e-07),615.0322265625,1015326.6130588015
POINT Z (-121.212176671399 49.4963402582426 2.229007804999128e-07),608.6422119140625,1015365.2643275324
POINT Z (-121.2126366453996 49.49614423804252 2.229007804999128e-07),602.1021728515625,1015405.076382204
POINT Z (-121.2130966194001 49.49594821784243 2.229007804999128e-07),589.4183959960938,1015444.8885551259
POINT Z (-121.2135565934006 49.49575219764235 2.229007804999128e-07),588.73095703125,1015484.7008348297
POINT Z (-121.2140165674012 49.49555617744227 2.229007804999128e-07),589.0304565429688,1015524.5132108988
POINT Z (-121.2142555492566 49.49513895728036 2.229007804999128e-07),580.6633911132812,1015575.4440755635
POINT Z (-121.2144520017175 49.49467916772999 2.229007804999128e-07),567.8328247070312,1015628.5146771184
POINT Z (-121.2146484541783 49.49421937817962 2.229007804999128e-07),564.03955078125,1015681.5853036053
POINT Z (-121.2149647316972 49.49396735459862 2.229007804999128e-07),559.7012329101562,1015728.063446594
POINT Z (-121.2154610916088 49.49402757783421 2.229007804999128e-07),555.6909790039062,1015764.6338132428
POINT Z (-121.2159574515205 49.49408780106977 2.229007804999128e-07),554.7598266601562,1015801.2041323584
POINT Z (-121.2164513204761 49.49407046992248 2.229007804999128e-07),554.3487548828125,1015836.0179578689
POINT Z (-121.2169427926106 49.49397851808158 2.229007804999128e-07),554.1898193359375,1015880.7175872653
POINT Z (-121.217434264745 49.49388656624067 2.229007804999128e-07),540.4107666015625,1015917.7549271416
POINT Z (-121.2179257368795 49.49379461439975 2.229007804999128e-07),513.0736083984375,1015954.7923245677
POINT Z (-121.2184172090139 49.49370266255886 2.229007804999128e-07),489.04541015625,1015991.829781893
POINT Z (-121.2189086811484 49.49361071071794 2.229007804999128e-07),468.2938232421875,1016028.8672991141
POINT Z (-121.219402934858 49.49358538826744 2.229007804999128e-07),456.4541931152344,1016064.0529698094
POINT Z (-121.2199013452477 49.49362024641718 2.229007804999128e-07),449.03204345703125,1016097.6803683738
POINT Z (-121.2203978248527 49.49364773972382 2.229007804999128e-07),439.6728210449219,1016135.7847581023
POINT Z (-121.2208772967248 49.49377821927897 2.229007804999128e-07),434.8194274902344,1016173.8789565716
POINT Z (-121.2213753361351 49.49379112708601 2.229007804999128e-07),430.9501953125,1016210.284414994
POINT Z (-121.2218751868973 49.49377891170872 2.229007804999128e-07),429.4693908691406,1016246.5148434404
POINT Z (-121.2223750376596 49.49376669633143 2.229007804999128e-07),428.7807922363281,1016282.745276746
POINT Z (-121.2228748884219 49.49375448095415 2.229007804999128e-07),426.1024169921875,1016318.9757130562
POINT Z (-121.2233744347914 49.49373810431689 2.229007804999128e-07),421.59881591796875,1016355.2358000746
POINT Z (-121.2238707423948 49.4936774515112 2.229007804999128e-07),419.5611877441406,1016391.8113631197
POINT Z (-121.2243670499981 49.4936167987055 2.229007804999128e-07),415.08056640625,1016428.3869590252
POINT Z (-121.2248639365252 49.49358757355861 2.229007804999128e-07),412.7099914550781,1016464.9064206607
POINT Z (-121.2253621412142 49.49362990661724 2.229007804999128e-07),411.77978515625,1016501.2979742544
POINT Z (-121.2258603459032 49.49367223967586 2.229007804999128e-07),411.6302185058594,1016537.6894876104
POINT Z (-121.2263585505922 49.49371457273449 2.229007804999128e-07),412.6607971191406,1016574.0809659578
POINT Z (-121.2268567552812 49.49375690579309 2.229007804999128e-07),411.75140380859375,1016610.4724092957
POINT Z (-121.2273549599702 49.49379923885171 2.229007804999128e-07),411.57080078125,1016646.8638176235
POINT Z (-121.2278531646593 49.49384157191032 2.229007804999128e-07),411.3800048828125,1016683.255190941
POINT Z (-121.2283513693483 49.49388390496895 2.229007804999128e-07),412.7763977050781,1016719.6465292479
POINT Z (-121.2288495740373 49.49392623802758 2.229007804999128e-07),412.3498229980469,1016756.0378325437
POINT Z (-121.2293477787263 49.49396857108619 2.229007804999128e-07),411.61016845703125,1016792.4291008261
POINT Z (-121.2298463513607 49.49400494408923 2.229007804999128e-07),411.80718994140625,1016828.7843562469
POINT Z (-121.230345751268 49.49399197027302 2.229007804999128e-07),413.3001708984375,1016865.0587631486
POINT Z (-121.2308445804629 49.49395871602859 2.229007804999128e-07),414.3611755371094,1016901.3889785482
POINT Z (-121.2313423262941 49.49391133043768 2.229007804999128e-07),413.8605651855469,1016937.8249267212
POINT Z (-121.2318401937644 49.49386523864397 2.229007804999128e-07),414.510986328125,1016974.2490731658
POINT Z (-121.2323323991746 49.49378261522766 2.229007804999128e-07),412.5799865722656,1017011.2104824369
POINT Z (-121.2328147867798 49.4936510774068 2.229007804999128e-07),409.9808044433594,1017049.0884894411
POINT Z (-121.2332971743851 49.49351953958594 2.229007804999128e-07),405.74981689453125,1017086.9665785651
POINT Z (-121.2337797104304 49.49338854889452 2.229007804999128e-07),402.6998291015625,1017124.8312886343
POINT Z (-121.2342624329312 49.49325824545139 2.229007804999128e-07),401.4595947265625,1017162.679167581
POINT Z (-121.2347451554319 49.49312794200824 2.229007804999128e-07),401.1095886230469,1017200.5271276246
POINT Z (-121.2352278779326 49.4929976385651 2.229007804999128e-07),400.1410217285156,1017238.3751403914
POINT Z (-121.2357226050257 49.49292706415758 2.229007804999128e-07),399.17041015625,1017275.1009974625
POINT Z (-121.2362188370653 49.49296243347882 2.229007804999128e-07),398.92022705078125,1017311.6842667882
POINT Z (-121.2367122051437 49.49304338660206 2.229007804999128e-07),398.860595703125,1017348.5420771003
POINT Z (-121.2372069439898 49.49311368458252 2.229007804999128e-07),398.9206237792969,1017385.2678672493
POINT Z (-121.23770563557 49.49314983299696 2.229007804999128e-07),398.6590270996094,1017421.6121628148
POINT Z (-121.238204327058 49.49318598268302 2.229007804999128e-07),398.1000061035156,1017457.9564368214
POINT Z (-121.238703018546 49.49322213236906 2.229007804999128e-07),398.6492004394531,1017494.3006808782
POINT Z (-121.2392019033602 49.49321883531913 2.229007804999128e-07),399.9706115722656,1017530.6260070016
POINT Z (-121.2397009252191 49.49318757537069 2.229007804999128e-07),398.3852233886719,1017566.9379516466
POINT Z (-121.2401999461176 49.49315630733549 2.229007804999128e-07),397.8019104003906,1017603.2499928928
POINT Z (-121.2406924103244 49.49306982609416 2.229007804999128e-07),397.4463195800781,1017640.1937550093
POINT Z (-121.2411787906127 49.49296117967108 2.229007804999128e-07),397.16839599609375,1017678.1835419913
POINT Z (-121.2416367181168 49.49276207731564 2.229007804999128e-07),397.9419860839844,1017719.2271849205
POINT Z (-121.2420836279991 49.49253786412006 2.229007804999128e-07),400.3708801269531,1017760.0863659107
POINT Z (-121.2425297237476 49.49231204842428 2.229007804999128e-07),401.2901916503906,1017801.0087465993
POINT Z (-121.2429743441607 49.4920833287525 2.229007804999128e-07),400.7088928222656,1017842.0455826239
POINT Z (-121.2434189645738 49.49185460908073 2.229007804999128e-07),400.54193115234375,1017883.0825317347
POINT Z (-121.2438635849869 49.49162588940894 2.229007804999128e-07),401.2376403808594,1017924.1195939344
POINT Z (-121.2443082054 49.49139716973714 2.229007804999128e-07),400.5289001464844,1017965.1567692162
POINT Z (-121.2447528258131 49.49116845006537 2.229007804999128e-07),399.45751953125,1018006.1940580286
POINT Z (-121.2451974462262 49.49093973039358 2.229007804999128e-07),397.5622253417969,1018047.2314624385
POINT Z (-121.2456411195409 49.49070918287492 2.229007804999128e-07),396.2060546875,1018088.3418145443
POINT Z (-121.2460843835804 49.49047784547793 2.229007804999128e-07),395.8115539550781,1018129.4837575979
POINT Z (-121.24652764762 49.49024650808089 2.229007804999128e-07),395.35430908203125,1018170.625815294
POINT Z (-121.2469709116595 49.49001517068388 2.229007804999128e-07),394.88482666015625,1018211.7679903451
POINT Z (-121.2474141756991 49.48978383328689 2.229007804999128e-07),394.9870910644531,1018252.9102886792
POINT Z (-121.247847586164 49.48953518022584 2.229007804999128e-07),395.967041015625,1018294.7812304005
POINT Z (-121.248174613551 49.48917480544817 2.229007804999128e-07),399.30450439453125,1018342.3489849993
POINT Z (-121.2484189299683 49.48873856069094 2.229007804999128e-07),397.86328125,1018393.985545627
POINT Z (-121.248636664031 49.4882937985269 2.229007804999128e-07),398.128662109375,1018446.5799682329
POINT Z (-121.2486913730956 49.48779680062123 2.229007804999128e-07),394.8277893066406,1018504.7845461753
POINT Z (-121.2487460821602 49.48729980271553 2.229007804999128e-07),389.0936584472656,1018560.1909787348
POINT Z (-121.2488058827141 49.48680341578005 2.229007804999128e-07),386.32977294921875,1018615.5584173674
POINT Z (-121.2488679111499 49.48630728607257 2.229007804999128e-07),385.91888427734375,1018670.9094190315
POINT Z (-121.248926745 49.4858107595596 2.229007804999128e-07),385.61773681640625,1018726.2857504619
POINT Z (-121.2489835438202 49.48531400352589 2.229007804999128e-07),384.4776306152344,1018781.6767496505
POINT Z (-121.2490367825734 49.48481684597022 2.229007804999128e-07),382.656005859375,1018837.0933492932
POINT Z (-121.249161320845 49.48433388932619 2.229007804999128e-07),381.67681884765625,1018891.6102705122
POINT Z (-121.2493728283323 49.48388215629293 2.229007804999128e-07),380.25274658203125,1018944.1931565694
POINT Z (-121.2496534136474 49.48346842560063 2.229007804999128e-07),379.4112854003906,1018994.4955773766
POINT Z (-121.2496213521434 49.48314620711192 2.229007804999128e-07),376.7286071777344,1019040.4647870316
POINT Z (-121.249157866932 49.48295863990054 2.229007804999128e-07),376.1842956542969,1019079.9931903154
POINT Z (-121.2486943817205 49.48277107268916 2.229007804999128e-07),395.32000732421875,1019119.5217067158
POINT Z (-121.2482308965091 49.48258350547777 2.229007804999128e-07),410.3009948730469,1019159.0503362375
POINT Z (-121.2477674112977 49.48239593826639 2.229007804999128e-07),423.7327880859375,1019198.5790785487
POINT Z (-121.2473039260862 49.48220837105501 2.229007804999128e-07),434.4618225097656,1019238.107924641
POINT Z (-121.2472948224536 49.48176180072667 2.229007804999128e-07),436.98040771484375,1019290.8992915462
POINT Z (-121.2473695903775 49.48126742257428 2.229007804999128e-07),435.0843811035156,1019346.1386865255
POINT Z (-121.2474443583014 49.48077304442189 2.229007804999128e-07),430.4441833496094,1019401.3780797708
POINT Z (-121.2475191262253 49.48027866626951 2.229007804999128e-07),426.8796081542969,1019456.6174744075
POINT Z (-121.2476790828334 49.47981849336185 2.229007804999128e-07),426.87982177734375,1019509.7683749306
POINT Z (-121.2479669651301 49.47940968560355 2.229007804999128e-07),424.8988037109375,1019559.7830783542
POINT Z (-121.2483813752951 49.47913995226978 2.229007804999128e-07),410.601806640625,1019602.7209637965
POINT Z (-121.2486808598927 49.47878065518541 2.229007804999128e-07),404.4893798828125,1019650.518524962
POINT Z (-121.2488425536321 49.47830752186945 2.229007804999128e-07),402.7611999511719,1019704.4178764157
POINT Z (-121.2490042473714 49.47783438855352 2.229007804999128e-07),402.3703918457031,1019758.3172565202
POINT Z (-121.249266696674 49.47741662384227 2.229007804999128e-07),402.0010070800781,1019808.9098148887
POINT Z (-121.2496027498754 49.4770582530135 2.229007804999128e-07),400.5097961425781,1019856.388268341
POINT Z (-121.2500685228995 49.47687644132518 2.229007804999128e-07),396.5525817871094,1019895.7283977341
POINT Z (-121.2504425777652 49.47661824347775 2.229007804999128e-07),383.3302001953125,1019938.8180643613
POINT Z (-121.2505371286519 49.47612726473093 2.229007804999128e-07),384.0293884277344,1019993.664161353
POINT Z (-121.2506316795386 49.47563628598413 2.229007804999128e-07),385.4714050292969,1020048.4572898906
POINT Z (-121.2507262304253 49.47514530723732 2.229007804999128e-07),385.81219482421875,1020103.2435028671
POINT Z (-121.2508955816617 49.47467696688311 2.229007804999128e-07),372.5616149902344,1020156.7913444788
POINT Z (-121.2510891512182 49.47421595622509 2.229007804999128e-07),371.71661376953125,1020209.9382596643
POINT Z (-121.2512929276093 49.47375955168874 2.229007804999128e-07),375.3097839355469,1020264.3728236008
POINT Z (-121.251510548121 49.47330939470181 2.229007804999128e-07),373.02020263671875,1020318.9299996106
POINT Z (-121.2517281686328 49.47285923771488 2.229007804999128e-07),372.65960693359375,1020370.6724201404
POINT Z (-121.2519457891445 49.47240908072796 2.229007804999128e-07),371.1998291015625,1020422.4375353848
POINT Z (-121.2521634096562 49.47195892374103 2.229007804999128e-07),367.5003967285156,1020474.2323330486
POINT Z (-121.2522589216644 49.47147735762085 2.229007804999128e-07),367.20001220703125,1020528.3356201861
POINT Z (-121.2523065035329 49.47098659158318 2.229007804999128e-07),366.269775390625,1020583.3764749592
POINT Z (-121.252635706156 49.47061025977096 2.229007804999128e-07),370.4994201660156,1020631.5453187516
POINT Z (-121.2528856227425 49.47020229981735 2.229007804999128e-07),368.7799987792969,1020681.6138485722
POINT Z (-121.2529146507783 49.46970634955901 2.229007804999128e-07),368.1288146972656,1020736.9682271932
POINT Z (-121.2531965071315 49.46931945643619 2.229007804999128e-07),366.6615905761719,1020785.8038874076
POINT Z (-121.25314483806 49.46882213329472 2.229007804999128e-07),363.3890075683594,1020841.2309508674
POINT Z (-121.2530931689885 49.46832481015322 2.229007804999128e-07),362.9106140136719,1020896.6580152051
POINT Z (-121.253041499917 49.46782748701175 2.229007804999128e-07),357.80078125,1020952.0850782027
POINT Z (-121.2529898308456 49.46733016387025 2.229007804999128e-07),356.27960205078125,1021007.5121398575
POINT Z (-121.2529381617741 49.46683284072877 2.229007804999128e-07),355.93060302734375,1021062.939200176
POINT Z (-121.2528864927026 49.4663355175873 2.229007804999128e-07),354.7002258300781,1021118.3662610796
POINT Z (-121.2528348251533 49.46583819428768 2.229007804999128e-07),354.9298095703125,1021173.7933346314
POINT Z (-121.2527831603009 49.46534087070788 2.229007804999128e-07),355.8291931152344,1021229.2204282996
POINT Z (-121.2527314954486 49.46484354712808 2.229007804999128e-07),354.7127685546875,1021284.6475238345
POINT Z (-121.252785503072 49.46435426439165 2.229007804999128e-07),348.70318603515625,1021339.5645306732
POINT Z (-121.2529118222124 49.46387048399232 2.229007804999128e-07),349.6686096191406,1021394.1324943235
POINT Z (-121.2530381413527 49.463386703593 2.229007804999128e-07),349.30999755859375,1021448.7004667766
POINT Z (-121.2531644604931 49.46290292319367 2.229007804999128e-07),348.3984069824219,1021503.2684484883
POINT Z (-121.2532907796335 49.46241914279434 2.229007804999128e-07),347.9098205566406,1021557.8364395245
POINT Z (-121.2534170987739 49.461935362395 2.229007804999128e-07),347.4504089355469,1021612.4044353806
POINT Z (-121.2537715335096 49.46162068741047 2.229007804999128e-07),346.3797912597656,1021657.731589327
