geometry,elevation,chainage
POINT (640423.5717641811 5497411.363649125),1223.290039,993970.8043
POINT (640411.7614206298 5497403.472129012),1223.700317,993985.0085
POINT (640399.9510431536 5497395.580635295),1223.350952,993999.2128
POINT (640388.1406317509 5497387.689167974),1223.470825,994013.417
POINT (640376.3301864252 5497379.79772705),1221.68103,994027.6213
POINT (640364.5197071733 5497371.906312522),1220.741577,994041.8256
POINT (640352.7091939966 5497364.01492439),1220.698608,994056.0299
POINT (640340.8986468974 5497356.123562656),1221.181396,994070.2342
POINT (640329.088065872 5497348.232227317),1219.390259,994084.4386
POINT (640317.277450924 5497340.340918375),1217.950317,994098.6429
POINT (640305.466802052 5497332.449635832),1217.329712,994112.8473
POINT (640293.6561192537 5497324.558379683),1217.290405,994127.0517
POINT (640281.8454025333 5497316.667149932),1217.640259,994141.256
POINT (640270.0346518869 5497308.775946578),1217.189575,994155.4604
POINT (640258.2238673167 5497300.884769619),1218.310669,994169.6649
POINT (640246.7069448049 5497292.102430332),1215.870239,994184.1704
POINT (640235.4288758724 5497282.595717539),1216.080566,994198.9207
POINT (640224.1507673969 5497273.089029013),1215.432007,994213.6711
POINT (640213.1353727276 5497262.922231091),1214.611328,994228.6745
POINT (640202.3578102998 5497252.157826977),1213.189331,994243.907
POINT (640191.5802046782 5497241.393445199),1214.208008,994259.1394
POINT (640181.8620419592 5497228.988930254),1215.058228,994275.1496
POINT (640174.7894266206 5497212.488875607),1220.888062,994293.1016
POINT (640167.7167652653 5497195.988831354),1225.452393,994311.0536
POINT (640160.6440578937 5497179.48879749),1226.92688,994329.0056
POINT (640153.5713045038 5497162.98877402),1231.12854,994346.9576
POINT (640146.4985050997 5497146.488760942),1234.387817,994364.9096
POINT (640139.4256596793 5497129.988758255),1237.429077,994382.8617
POINT (640130.415777795 5497116.441793048),1240.9104,994399.4039
POINT (640119.752632395 5497105.415252375),1245.047852,994414.743
POINT (640109.0894431327 5497094.388733605),1249.720581,994430.0821
POINT (640098.4262100086 5497083.362236733),1255.688721,994445.4212
POINT (640087.7629330226 5497072.335761758),1261.258667,994460.7603
POINT (640077.0996121747 5497061.309308685),1266.029053,994476.0994
POINT (640066.4362474651 5497050.282877512),1269.92749,994491.4385
POINT (640055.7323909671 5497039.351356894),1272.588745,994506.7398
POINT (640044.7729314268 5497029.019389351),1273.819214,994521.8017
POINT (640033.8134298674 5497018.687444834),1274.660278,994536.8635
POINT (640022.8538862888 5497008.355523342),1274.960571,994551.9254
POINT (640011.8943006895 5496998.023624879),1274.091187,994566.9873
POINT (640000.934673073 5496987.691749442),1274.318726,994582.0493
POINT (639989.9750034378 5496977.359897031),1274.807495,994597.1112
POINT (639979.0152917821 5496967.028067651),1276.481323,994612.1731
POINT (639968.0555381097 5496956.696261296),1274.262817,994627.2351
POINT (639957.0957424187 5496946.364477968),1275.349121,994642.297
POINT (639946.1359047077 5496936.032717666),1275.900879,994657.359
POINT (639935.1760249801 5496925.700980393),1275.690186,994672.421
POINT (639924.2161032344 5496915.369266146),1275.369141,994687.483
POINT (639913.256139469 5496905.037574927),1274.61084,994702.545
POINT (639902.2961336873 5496894.705906736),1273.870361,994717.607
POINT (639891.3360858879 5496884.374261572),1273.609741,994732.6691
POINT (639880.3759960688 5496874.042639433),1272.283203,994747.7312
POINT (639869.4158642341 5496863.711040323),1271.992432,994762.7933
POINT (639858.4556903817 5496853.379464244),1266.661377,994777.8554
POINT (639847.4954745102 5496843.047911188),1265.710571,994792.9175
POINT (639836.5352166232 5496832.716381161),1264.67041,994807.9796
POINT (639825.574916719 5496822.384874161),1263.681274,994823.0418
POINT (639814.6145747958 5496812.053390191),1263.888428,994838.104
POINT (639803.6541908575 5496801.721929247),1262.842407,994853.1661
POINT (639792.6937649023 5496791.390491331),1259.162231,994868.2283
POINT (639781.7332969303 5496781.059076442),1256.050049,994883.2905
POINT (639770.77278694 5496770.727684583),1255.661011,994898.3527
POINT (639759.8122349348 5496760.39631575),1256.298706,994913.415
POINT (639748.1047623266 5496752.934340741),1258.000244,994927.6948
POINT (639735.3775844719 5496749.389825966),1260.93811,994940.9063
POINT (639722.6503911993 5496745.845341323),1261.369385,994954.1178
POINT (639709.9231825048 5496742.300886809),1261.271851,994967.3294
POINT (639697.1959583907 5496738.756462421),1258.854126,994980.541
POINT (639684.4687188587 5496735.212068166),1251.563843,994993.7525
POINT (639671.741463905 5496731.667704039),1255.038086,995006.9641
POINT (639659.0141935316 5496728.123370042),1262.496582,995020.1756
POINT (639646.2869077385 5496724.579066176),1266.688721,995033.3872
POINT (639633.7969554985 5496720.40834201),1267.229126,995046.8144
POINT (639625.3751329349 5496705.500276234),1268.828735,995063.9368
POINT (639616.9532619378 5496690.592224683),1270.159668,995081.0592
POINT (639608.5313425058 5496675.684187352),1271.059082,995098.1817
POINT (639600.1093746391 5496660.776164243),1272.369629,995115.3041
POINT (639591.6873583375 5496645.868155357),1272.940552,995132.4266
POINT (639583.2652936014 5496630.960160698),1272.799194,995149.5491
POINT (639573.5142382126 5496618.433042266),1273.879028,995165.5966
POINT (639562.5966265441 5496607.99580634),1274.879395,995180.7006
POINT (639551.6789725639 5496597.558593274),1275.168823,995195.8046
POINT (639540.7612762721 5496587.121403068),1275.429443,995210.9086
POINT (639529.8435376667 5496576.684235725),1275.730225,995226.0126
POINT (639518.9257567516 5496566.24709124),1276.10083,995241.1167
POINT (639508.0079335251 5496555.809969619),1276.370605,995256.2207
POINT (639497.0900679856 5496545.372870858),1276.551636,995271.3248
POINT (639486.1721601366 5496534.935794959),1276.673706,995286.4289
POINT (639475.2542099748 5496524.498741921),1277.181641,995301.5329
POINT (639464.3362175038 5496514.061711743),1277.466797,995316.6371
POINT (639453.4181827218 5496503.624704427),1278.319214,995331.7412
POINT (639442.5001056273 5496493.187719974),1279.026855,995346.8453
POINT (639431.581986224 5496482.750758381),1281.015381,995361.9495
POINT (639420.6638245103 5496472.31381965),1282.956787,995377.0537
POINT (639409.7456204841 5496461.876903779),1284.049316,995392.1579
POINT (639398.8273741495 5496451.440010771),1285.977295,995407.2621
POINT (639387.9090855028 5496441.003140624),1287.85498,995422.3663
POINT (639376.9907545479 5496430.566293338),1290.925415,995437.4705
POINT (639366.0723812829 5496420.129468916),1293.133545,995452.5748
POINT (639355.1539657061 5496409.692667354),1294.833618,995467.679
POINT (639344.2355078214 5496399.255888655),1297.231079,995482.7833
POINT (639333.6382680492 5496388.089907086),1298.754761,995498.1841
POINT (639323.1613889753 5496376.650640438),1300.388306,995513.6961
POINT (639312.6844650649 5496365.211394985),1300.581787,995529.2082
POINT (639302.2074963213 5496353.772170728),1301.636353,995544.7202
POINT (639291.7304827432 5496342.332967663),1303.081665,995560.2322
POINT (639281.2534243288 5496330.893785795),1303.880127,995575.7443
POINT (639270.7763210818 5496319.454625122),1305.067261,995591.2563
POINT (639260.2991730004 5496308.015485643),1305.40332,995606.7684
POINT (639249.821980085 5496296.57636736),1305.621948,995622.2805
POINT (639239.3447423336 5496285.137270272),1304.707397,995637.7926
POINT (639228.8674597502 5496273.698194379),1301.867065,995653.3047
POINT (639218.3901323329 5496262.259139681),1300.714844,995668.8169
POINT (639207.9127600819 5496250.820106179),1298.718018,995684.329
POINT (639197.4353429956 5496239.381093871),1298.039917,995699.8412
POINT (639188.0546481085 5496226.356616238),1297.266235,995716.1236
POINT (639181.3020570894 5496209.532900091),1296.660156,995734.2519
POINT (639174.5494210521 5496192.709193511),1295.262695,995752.3802
POINT (639167.796739995 5496175.885496492),1293.302002,995770.5085
POINT (639161.0440139237 5496159.061809041),1292.291748,995788.6368
POINT (639150.1584042555 5496148.969906189),1290.992798,995803.6729
POINT (639138.8238460773 5496139.609232848),1289.838745,995818.373
POINT (639127.4892488288 5496130.248583985),1288.582275,995833.0732
POINT (639116.1546125121 5496120.887959601),1288.530273,995847.7733
POINT (639104.8199371235 5496111.527359696),1288.075684,995862.4735
POINT (639093.4852226668 5496102.16678427),1287.837524,995877.1737
POINT (639082.3825481992 5496092.236781876),1289.702393,995892.095
POINT (639071.8236405558 5496080.972459164),1289.057129,995907.5345
POINT (639061.2646884839 5496069.708157952),1290.338379,995922.9739
POINT (639050.70569198 5496058.443878235),1289.240723,995938.4134
POINT (639040.1466510459 5496047.179620017),1292.667358,995953.8528
POINT (639029.350894388 5496036.457711734),1293.601929,995969.0729
POINT (639018.4433211791 5496025.991953985),1295.101318,995984.1894
POINT (639007.5357055819 5496015.526219053),1297.606567,995999.3058
POINT (638996.628047595 5496005.060506937),1299.921875,996014.4223
POINT (638985.7203472219 5495994.594817637),1303.699341,996029.5388
POINT (638974.8126044613 5495984.129151152),1305.538208,996044.6553
POINT (638963.9048193111 5495973.663507483),1307.17688,996059.7719
POINT (638952.996991775 5495963.197886633),1310.059448,996074.8884
POINT (638941.9677799814 5495953.059070291),1312.270996,996089.8852
POINT (638930.4116416771 5495944.339220851),1314.658569,996104.3621
POINT (638918.8554664522 5495935.619396769),1316.399414,996118.839
POINT (638907.2992543101 5495926.899598039),1318.664673,996133.3159
POINT (638895.7430052493 5495918.179824669),1321.915894,996147.7928
POINT (638884.1867192697 5495909.460076656),1323.979248,996162.2698
POINT (638872.6303963698 5495900.740353998),1326.290405,996176.7467
POINT (638861.0740365549 5495892.020656697),1327.910278,996191.2237
POINT (638848.5696213581 5495887.291275507),1331.577393,996204.68
POINT (638835.9243049931 5495883.154907417),1333.612549,996217.9846
POINT (638823.278970488 5495879.018569119),1336.76001,996231.2893
POINT (638810.6336178391 5495874.882260614),1339.210327,996244.5939
POINT (638797.9882470501 5495870.745981901),1341.361206,996257.8986
POINT (638785.3428581175 5495866.60973298),1343.279053,996271.2033
POINT (638772.6974510431 5495862.473513852),1345.051636,996284.508
POINT (638760.6687462629 5495856.285184649),1347.799805,996298.4385
POINT (638750.2664619186 5495844.684840942),1347.928711,996314.0198
POINT (638739.8641323855 5495833.084518149),1348.331787,996329.6011
POINT (638729.4617576691 5495821.484216268),1348.390015,996345.1823
POINT (638719.0593377624 5495809.883935299),1346.970337,996360.7636
POINT (638708.6568726709 5495798.283675244),1348.440552,996376.3449
POINT (638698.2543623928 5495786.683436101),1348.826904,996391.9263
POINT (638687.8518069267 5495775.08321787),1349.279663,996407.5076
POINT (638677.4492062762 5495763.483020555),1350.157471,996423.0889
POINT (638667.0465604377 5495751.882844151),1352.228394,996438.6703
POINT (638658.5223590555 5495737.229971627),1350.582397,996455.6887
POINT (638650.3913350108 5495721.938086226),1349.128662,996473.0079
POINT (638642.260262818 5495706.646214162),1348.958008,996490.3271
POINT (638634.1291424809 5495691.354355435),1348.349731,996507.6464
POINT (638625.0889272334 5495677.351974076),1346.258423,996524.3261
POINT (638615.8643522714 5495663.611051152),1346.379761,996540.8763
POINT (638606.6397290063 5495649.870145008),1345.402588,996557.4264
POINT (638597.4150574417 5495636.129255642),1343.96814,996573.9765
POINT (638588.190337576 5495622.388383053),1341.768433,996590.5267
POINT (638578.9655694074 5495608.647527243),1339.329956,996607.0768
POINT (638569.7407529399 5495594.906688211),1339.268433,996623.627
POINT (638560.5158881717 5495581.165865959),1338.252197,996640.1771
POINT (638551.290975103 5495567.425060484),1335.810669,996656.7273
POINT (638542.066013732 5495553.684271787),1333.670654,996673.2775
POINT (638532.8410040627 5495539.943499869),1331.79126,996689.8277
POINT (638523.6159460932 5495526.20274473),1329.401611,996706.378
POINT (638514.3908398238 5495512.462006369),1326.311035,996722.9282
POINT (638505.1656852526 5495498.721284786),1323.000732,996739.4785
POINT (638495.9404823836 5495484.980579983),1320.258667,996756.0287
POINT (638486.7152312151 5495471.239891959),1317.919434,996772.579
POINT (638477.4899317455 5495457.499220713),1313.40332,996789.1293
POINT (638468.2645839785 5495443.758566246),1310.669556,996805.6796
POINT (638457.7193615814 5495432.665424206),1305.101685,996821.091
POINT (638446.5984148307 5495422.727090425),1303.337524,996836.0057
POINT (638435.4774272115 5495412.788780279),1301.901978,996850.9203
POINT (638424.3563987239 5495402.850493765),1298.110962,996865.835
POINT (638413.2353293698 5495392.912230883),1293.882813,996880.7496
POINT (638402.1142191456 5495382.973991635),1291.421265,996895.6643
POINT (638390.9930680552 5495373.035776024),1291.301025,996910.579
POINT (638379.871876095 5495363.097584044),1289.250366,996925.4937
POINT (638368.7506432667 5495353.159415699),1285.952515,996940.4084
POINT (638357.6293695727 5495343.221270985),1284.229004,996955.3232
POINT (638346.5080550089 5495333.283149907),1284.10022,996970.2379
POINT (638335.3866995777 5495323.345052463),1283.3302,996985.1527
POINT (638324.2653032789 5495313.406978652),1282.399414,997000.0674
POINT (638313.1438661127 5495303.468928476),1281.87915,997014.9822
POINT (638302.0223880811 5495293.530901933),1281.089111,997029.897
POINT (638290.9008691803 5495283.592899024),1281.419678,997044.8119
POINT (638279.7793094126 5495273.654919749),1283.469727,997059.7267
POINT (638268.6577087797 5495263.716964108),1282.030884,997074.6416
POINT (638257.5360672779 5495253.779032102),1280.26123,997089.5565
POINT (638246.4143849094 5495243.841123728),1278.43103,997104.4713
POINT (638235.292661676 5495233.903238991),1276.859985,997119.3862
POINT (638224.1708975742 5495223.965377886),1275.721558,997134.3011
POINT (638213.0490926058 5495214.027540416),1273.500366,997149.2161
POINT (638201.9272467712 5495204.08972658),1271.171997,997164.131
POINT (638190.8053600701 5495194.151936378),1266.654785,997179.0459
POINT (638179.6834325048 5495184.214169811),1261.490845,997193.9609
POINT (638168.5614640714 5495174.27642688),1256.701294,997208.8759
POINT (638157.4366807526 5495164.345893964),1253.082764,997223.7882
POINT (638146.2895484749 5495154.473176423),1247.473755,997238.6788
POINT (638135.1423755288 5495144.60048261),1243.469971,997253.5694
POINT (638123.9951619105 5495134.727812531),1238.472778,997268.46
POINT (638112.847907624 5495124.855166185),1233.061035,997283.3506
POINT (638101.2766675388 5495117.002065565),1231.501587,997297.7967
