geometry,y,x
POINT Z (-121.1995099783312 49.54225881854838 2.229007804999128e-07),731.6999512,1009421.506
POINT Z (-121.1998435776058 49.54188733511813 2.229007804999128e-07),729.7415161,1009469.4
POINT Z (-121.2001049838516 49.54146111126299 2.229007804999128e-07),728.2476196,1009520.431
POINT Z (-121.2003663900973 49.54103488740783 2.229007804999128e-07),726.2721558,1009571.462
POINT Z (-121.2006902508109 49.54065459886853 2.229007804999128e-07),721.9906006,1009619.843
POINT Z (-121.2010192535174 49.5402780922695 2.229007804999128e-07),720.8109741,1009668.005
POINT Z (-121.2013482562239 49.53990158567044 2.229007804999128e-07),721.2401733,1009716.168
POINT Z (-121.2015976142421 49.53947002593791 2.229007804999128e-07),716.3394165,1009767.537
POINT Z (-121.2018335756126 49.53902920598415 2.229007804999128e-07),714.5374146,1009819.444
POINT Z (-121.2020695369831 49.53858838603042 2.229007804999128e-07),712.7283936,1009871.352
POINT Z (-121.2023054983537 49.53814756607669 2.229007804999128e-07),714.4191895,1009923.259
POINT Z (-121.2025414597242 49.53770674612293 2.229007804999128e-07),715.1663818,1009975.167
POINT Z (-121.2027844514096 49.53726979702133 2.229007804999128e-07),708.0495605,1010026.841
POINT Z (-121.2030307747683 49.53683468232036 2.229007804999128e-07),706.0175171,1010078.405
POINT Z (-121.2032770981269 49.5363995676194 2.229007804999128e-07),708.026123,1010129.968
POINT Z (-121.2035234214855 49.53596445291844 2.229007804999128e-07),704.7578125,1010181.532
POINT Z (-121.2037727543662 49.53553120026363 2.229007804999128e-07),703.359375,1010232.985
POINT Z (-121.2040521842247 49.53511656915749 2.229007804999128e-07),703.0704346,1010283.331
POINT Z (-121.2043316140832 49.53470193805137 2.229007804999128e-07),701.3669434,1010333.678
POINT Z (-121.2046110439417 49.53428730694522 2.229007804999128e-07),701.1112671,1010384.024
POINT Z (-121.2048967503024 49.5338770993429 2.229007804999128e-07),701.1272583,1010434.113
POINT Z (-121.2051932718397 49.53347451397565 2.229007804999128e-07),705.2310791,1010483.758
POINT Z (-121.2054444371559 49.53304781289167 2.229007804999128e-07),705.2073975,1010534.855
POINT Z (-121.2056123728747 49.53257685897211 2.229007804999128e-07),697.6885986,1010588.616
POINT Z (-121.2057249270368 49.53209195784217 2.229007804999128e-07),691.0117188,1010643.258
POINT Z (-121.2058000842705 49.53159763872436 2.229007804999128e-07),681.5452271,1010698.494
POINT Z (-121.2058752415042 49.53110331960657 2.229007804999128e-07),681.0549927,1010753.73
POINT Z (-121.2059503987379 49.53060900048877 2.229007804999128e-07),675.9309082,1010808.966
POINT Z (-121.2060255559715 49.53011468137095 2.229007804999128e-07),677.6355591,1010864.202
POINT Z (-121.2062398120281 49.52966775498734 2.229007804999128e-07),674.9111938,1010916.495
POINT Z (-121.2065239930988 49.52926347362911 2.229007804999128e-07),676.0994263,1010966.327
POINT Z (-121.2068933836901 49.52892650094312 2.229007804999128e-07),674.8431396,1011012.359
POINT Z (-121.2072281686765 49.52856968032224 2.229007804999128e-07),687.0518799,1011059.548
POINT Z (-121.2073325076328 49.52808068811147 2.229007804999128e-07),680.3944702,1011114.445
POINT Z (-121.2074368465892 49.5275916959007 2.229007804999128e-07),674.8684082,1011169.342
POINT Z (-121.2075411855455 49.52710270368993 2.229007804999128e-07),673.1465454,1011224.239
POINT Z (-121.2076455245018 49.52661371147916 2.229007804999128e-07),673.1872559,1011279.136
POINT Z (-121.2077711708628 49.52613052443383 2.229007804999128e-07),660.9800415,1011333.667
POINT Z (-121.2079292900629 49.52565618455721 2.229007804999128e-07),666.5997314,1011387.641
POINT Z (-121.2078586707651 49.52517818428522 2.229007804999128e-07),660.6721802,1011441.844
POINT Z (-121.2078577981041 49.52470382797953 2.229007804999128e-07),651.8660889,1011495.819
POINT Z (-121.2080135017244 49.52423037875261 2.229007804999128e-07),645.7268677,1011549.74
POINT Z (-121.2080910924356 49.5237364357584 2.229007804999128e-07),643.8657837,1011604.952
POINT Z (-121.2081686831469 49.5232424927642 2.229007804999128e-07),641.1965332,1011660.164
POINT Z (-121.2082462738581 49.52274854976999 2.229007804999128e-07),645.7354736,1011715.376
POINT Z (-121.2082953538388 49.522251341863 2.229007804999128e-07),648.2860107,1011770.797
POINT Z (-121.2082907301238 49.52175490261558 2.229007804999128e-07),652.5463257,1011826.168
POINT Z (-121.2081997323653 49.52126325293548 2.229007804999128e-07),654.3071289,1011881.234
POINT Z (-121.2081087346069 49.52077160325538 2.229007804999128e-07),654.4470215,1011936.3
POINT Z (-121.2079999134304 49.52028546918857 2.229007804999128e-07),652.1258545,1011991.021
POINT Z (-121.2077973085858 49.51982835730186 2.229007804999128e-07),652.1970215,1012043.925
POINT Z (-121.2075947037413 49.51937124541515 2.229007804999128e-07),643.3162231,1012096.829
POINT Z (-121.2073920988967 49.51891413352844 2.229007804999128e-07),642.6356201,1012149.733
POINT Z (-121.2071894940522 49.51845702164174 2.229007804999128e-07),649.5166626,1012202.637
POINT Z (-121.2069868892077 49.51799990975503 2.229007804999128e-07),649.1196289,1012255.541
POINT Z (-121.2067605484092 49.51756175209487 2.229007804999128e-07),652.348999,1012307.393
POINT Z (-121.2063761444308 49.51724852568005 2.229007804999128e-07),641.2764282,1012352.3
POINT Z (-121.2061228147971 49.51681958748707 2.229007804999128e-07),642.7684326,1012403.523
POINT Z (-121.2058581775146 49.51640659369398 2.229007804999128e-07),634.0136108,1012453.9
POINT Z (-121.2056527358051 49.51595074974699 2.229007804999128e-07),625.7700195,1012506.727
POINT Z (-121.2054472940957 49.51549490579998 2.229007804999128e-07),626.5593872,1012559.553
POINT Z (-121.2052846527677 49.51502883630308 2.229007804999128e-07),625.2758179,1012613.021
POINT Z (-121.2052618555565 49.5145293562863 2.229007804999128e-07),638.666748,1012668.587
POINT Z (-121.2052390583453 49.51402987626953 2.229007804999128e-07),641.2789917,1012724.153
POINT Z (-121.2052162611341 49.51353039625275 2.229007804999128e-07),656.7901611,1012779.719
POINT Z (-121.2050600289217 49.51306215572633 2.229007804999128e-07),657.0300293,1012833.322
POINT Z (-121.2048587355156 49.51260446482118 2.229007804999128e-07),657.3587646,1012886.262
POINT Z (-121.2044590017743 49.51232311910997 2.229007804999128e-07),657.9954224,1012929.93
POINT Z (-121.2042299633371 49.51190217466688 2.229007804999128e-07),660.5274048,1012980.809
POINT Z (-121.2039882876368 49.5114843677406 2.229007804999128e-07),655.0599365,1013031.513
POINT Z (-121.2035857095491 49.5112553731677 2.229007804999128e-07),652.3384399,1013073.705
POINT Z (-121.2032796766255 49.51088649024877 2.229007804999128e-07),647.859375,1013121.76
POINT Z (-121.202888131053 49.51058558610021 2.229007804999128e-07),645.8685913,1013166.175
POINT Z (-121.2026716143492 49.51016576192436 2.229007804999128e-07),643.8972168,1013217.045
POINT Z (-121.2023791865138 49.50977732566234 2.229007804999128e-07),639.7584229,1013266.062
POINT Z (-121.2020195201249 49.50943429801847 2.229007804999128e-07),632.1402588,1013312.457
POINT Z (-121.2016573902431 49.50909085923549 2.229007804999128e-07),626.4298096,1013358.852
POINT Z (-121.201357138837 49.50869240959361 2.229007804999128e-07),623.5987549,1013408.273
POINT Z (-121.2011725747348 49.50822772035099 2.229007804999128e-07),616.8111572,1013461.646
POINT Z (-121.2008222060411 49.50788316505152 2.229007804999128e-07),606.6206055,1013508.205
POINT Z (-121.2004381276456 49.50756303416239 2.229007804999128e-07),596.1990356,1013553.38
POINT Z (-121.2002147333758 49.50717670407299 2.229007804999128e-07),593.1494141,1013606.358
POINT Z (-121.2002971707355 49.50668354681438 2.229007804999128e-07),597.7387695,1013682.549
POINT Z (-121.2003796080952 49.50619038955575 2.229007804999128e-07),604.0579834,1013742.528
POINT Z (-121.2005002848707 49.50570591589943 2.229007804999128e-07),611.428772,1013797.14
POINT Z (-121.2006597653784 49.50523590778883 2.229007804999128e-07),612.0498047,1013850.867
POINT Z (-121.2009598693545 49.5048359857921 2.229007804999128e-07),617.9404297,1013900.364
POINT Z (-121.2012599733307 49.50443606379537 2.229007804999128e-07),627.8306274,1013949.861
POINT Z (-121.2015600773069 49.50403614179861 2.229007804999128e-07),638.508606,1013999.357
POINT Z (-121.2018601812831 49.50363621980188 2.229007804999128e-07),647.3479614,1014048.854
POINT Z (-121.2020852177144 49.5031923290457 2.229007804999128e-07),653.3137817,1014100.972
POINT Z (-121.2022872470321 49.50273496250254 2.229007804999128e-07),655.8501587,1014153.893
POINT Z (-121.2024892763499 49.50227759595941 2.229007804999128e-07),656.0098267,1014206.814
POINT Z (-121.2026767651389 49.50181465730586 2.229007804999128e-07),656.0606079,1014260.081
POINT Z (-121.2029325476387 49.50138534798949 2.229007804999128e-07),657.2600098,1014311.302
POINT Z (-121.2031994198363 49.50096256422193 2.229007804999128e-07),654.060791,1014362.135
POINT Z (-121.2034689843874 49.50054145265383 2.229007804999128e-07),652.3203735,1014412.868
POINT Z (-121.2037361595947 49.50011885235204 2.229007804999128e-07),652.1498413,1014463.69
POINT Z (-121.2039953775968 49.49969129413682 2.229007804999128e-07),649.7712402,1014514.806
POINT Z (-121.2042763945297 49.4992791581338 2.229007804999128e-07),643.571228,1014565.026
POINT Z (-121.2045932844895 49.49889240142297 2.229007804999128e-07),636.1298218,1014613.773
POINT Z (-121.2049015443468 49.49849953183859 2.229007804999128e-07),630.0499878,1014662.876
POINT Z (-121.2051612431413 49.49807226548594 2.229007804999128e-07),621.9506226,1014713.974
POINT Z (-121.2054370802916 49.4976564984194 2.229007804999128e-07),614.3106079,1014764.406
POINT Z (-121.2057561365997 49.49727152689808 2.229007804999128e-07),608.8109741,1014813.053
POINT Z (-121.2060772110442 49.49688823713207 2.229007804999128e-07),601.5912476,1014861.605
POINT Z (-121.2064302214875 49.49653494959831 2.229007804999128e-07),593.7606201,1014908.521
POINT Z (-121.2068461010363 49.49626947052587 2.229007804999128e-07),589.9224243,1014951.37
POINT Z (-121.2073006142086 49.4960611011994 2.229007804999128e-07),586.4414063,1014991.626
POINT Z (-121.2077622410623 49.49591504447928 2.229007804999128e-07),586.3806152,1015031.265
POINT Z (-121.2082520243193 49.49601560471573 2.229007804999128e-07),588.2893677,1015068.46
POINT Z (-121.2087418077523 49.49611616409503 2.229007804999128e-07),590.0825806,1015105.655
POINT Z (-121.2092315911853 49.49621672347432 2.229007804999128e-07),595.1998291,1015142.849
POINT Z (-121.2097213746183 49.49631728285361 2.229007804999128e-07),603.6504517,1015180.044
POINT Z (-121.2102111580513 49.49641784223288 2.229007804999128e-07),606.9807739,1015217.239
POINT Z (-121.2107041232996 49.49648862090995 2.229007804999128e-07),609.6098022,1015254.128
POINT Z (-121.2112040963866 49.49649380861569 2.229007804999128e-07),612.3892212,1015290.344
POINT Z (-121.2117035269555 49.49649282448272 2.229007804999128e-07),615.0322266,1015326.613
POINT Z (-121.212176671399 49.4963402582426 2.229007804999128e-07),608.6422119,1015365.264
POINT Z (-121.2126366453996 49.49614423804252 2.229007804999128e-07),602.1021729,1015405.076
POINT Z (-121.2130966194001 49.49594821784243 2.229007804999128e-07),589.418396,1015444.889
POINT Z (-121.2135565934006 49.49575219764235 2.229007804999128e-07),588.730957,1015484.701
POINT Z (-121.2140165674012 49.49555617744227 2.229007804999128e-07),589.0304565,1015524.513
POINT Z (-121.2142555492566 49.49513895728036 2.229007804999128e-07),580.6633911,1015575.444
POINT Z (-121.2144520017175 49.49467916772999 2.229007804999128e-07),567.8328247,1015628.515
POINT Z (-121.2146484541783 49.49421937817962 2.229007804999128e-07),564.0395508,1015681.585
POINT Z (-121.2149647316972 49.49396735459862 2.229007804999128e-07),559.7012329,1015728.063
POINT Z (-121.2154610916088 49.49402757783421 2.229007804999128e-07),555.690979,1015764.634
POINT Z (-121.2159574515205 49.49408780106977 2.229007804999128e-07),554.7598267,1015801.204
POINT Z (-121.2164513204761 49.49407046992248 2.229007804999128e-07),554.3487549,1015838.012
POINT Z (-121.2169427926106 49.49397851808158 2.229007804999128e-07),554.1898193,1015875.05
POINT Z (-121.217434264745 49.49388656624067 2.229007804999128e-07),540.4107666,1015912.087
POINT Z (-121.2179257368795 49.49379461439975 2.229007804999128e-07),513.0736084,1015949.124
POINT Z (-121.2184172090139 49.49370266255886 2.229007804999128e-07),489.0454102,1015986.162
POINT Z (-121.2189086811484 49.49361071071794 2.229007804999128e-07),468.2938232,1016023.199
POINT Z (-121.219402934858 49.49358538826744 2.229007804999128e-07),456.4541931,1016059.971
POINT Z (-121.2199013452477 49.49362024641718 2.229007804999128e-07),449.0320435,1016096.342
POINT Z (-121.2203978248527 49.49364773972382 2.229007804999128e-07),439.672821,1016133.028
POINT Z (-121.2208772967248 49.49377821927897 2.229007804999128e-07),434.8194275,1016172.758
POINT Z (-121.2213753361351 49.49379112708601 2.229007804999128e-07),430.9501953,1016210.284
POINT Z (-121.2218751868973 49.49377891170872 2.229007804999128e-07),429.4693909,1016246.515
POINT Z (-121.2223750376596 49.49376669633143 2.229007804999128e-07),428.7807922,1016282.745
POINT Z (-121.2228748884219 49.49375448095415 2.229007804999128e-07),426.102417,1016318.976
POINT Z (-121.2233744347914 49.49373810431689 2.229007804999128e-07),421.5988159,1016355.236
POINT Z (-121.2238707423948 49.4936774515112 2.229007804999128e-07),419.5611877,1016391.811
POINT Z (-121.2243670499981 49.4936167987055 2.229007804999128e-07),415.0805664,1016428.387
POINT Z (-121.2248639365252 49.49358757355861 2.229007804999128e-07),412.7099915,1016464.906
POINT Z (-121.2253621412142 49.49362990661724 2.229007804999128e-07),411.7797852,1016501.298
POINT Z (-121.2258603459032 49.49367223967586 2.229007804999128e-07),411.6302185,1016537.69
POINT Z (-121.2263585505922 49.49371457273449 2.229007804999128e-07),412.6607971,1016574.081
POINT Z (-121.2268567552812 49.49375690579309 2.229007804999128e-07),411.7514038,1016610.472
POINT Z (-121.2273549599702 49.49379923885171 2.229007804999128e-07),411.5708008,1016646.864
POINT Z (-121.2278531646593 49.49384157191032 2.229007804999128e-07),411.3800049,1016683.255
POINT Z (-121.2283513693483 49.49388390496895 2.229007804999128e-07),412.7763977,1016719.647
POINT Z (-121.2288495740373 49.49392623802758 2.229007804999128e-07),412.349823,1016756.038
POINT Z (-121.2293477787263 49.49396857108619 2.229007804999128e-07),411.6101685,1016792.429
POINT Z (-121.2298463513607 49.49400494408923 2.229007804999128e-07),411.8071899,1016828.784
POINT Z (-121.230345751268 49.49399197027302 2.229007804999128e-07),413.3001709,1016865.059
POINT Z (-121.2308445804629 49.49395871602859 2.229007804999128e-07),414.3611755,1016901.389
POINT Z (-121.2313423262941 49.49391133043768 2.229007804999128e-07),413.8605652,1016937.825
POINT Z (-121.2318401937644 49.49386523864397 2.229007804999128e-07),414.5109863,1016974.249
POINT Z (-121.2323323991746 49.49378261522766 2.229007804999128e-07),412.5799866,1017011.21
POINT Z (-121.2328147867798 49.4936510774068 2.229007804999128e-07),409.9808044,1017049.088
POINT Z (-121.2332971743851 49.49351953958594 2.229007804999128e-07),405.7498169,1017086.967
POINT Z (-121.2337797104304 49.49338854889452 2.229007804999128e-07),402.6998291,1017124.831
POINT Z (-121.2342624329312 49.49325824545139 2.229007804999128e-07),401.4595947,1017162.679
POINT Z (-121.2347451554319 49.49312794200824 2.229007804999128e-07),401.1095886,1017200.527
POINT Z (-121.2352278779326 49.4929976385651 2.229007804999128e-07),400.1410217,1017238.375
POINT Z (-121.2357226050257 49.49292706415758 2.229007804999128e-07),399.1704102,1017275.101
POINT Z (-121.2362188370653 49.49296243347882 2.229007804999128e-07),398.9202271,1017311.684
POINT Z (-121.2367122051437 49.49304338660206 2.229007804999128e-07),398.8605957,1017348.542
POINT Z (-121.2372069439898 49.49311368458252 2.229007804999128e-07),398.9206238,1017385.268
POINT Z (-121.23770563557 49.49314983299696 2.229007804999128e-07),398.6590271,1017421.612
POINT Z (-121.238204327058 49.49318598268302 2.229007804999128e-07),398.1000061,1017457.956
POINT Z (-121.238703018546 49.49322213236906 2.229007804999128e-07),398.6492004,1017494.301
POINT Z (-121.2392019033602 49.49321883531913 2.229007804999128e-07),399.9706116,1017530.626
POINT Z (-121.2397009252191 49.49318757537069 2.229007804999128e-07),398.3852234,1017566.938
POINT Z (-121.2401999461176 49.49315630733549 2.229007804999128e-07),397.8019104,1017603.25
POINT Z (-121.2406924103244 49.49306982609416 2.229007804999128e-07),397.4463196,1017640.194
POINT Z (-121.2411787906127 49.49296117967108 2.229007804999128e-07),397.168396,1017678.184
POINT Z (-121.2416367181168 49.49276207731564 2.229007804999128e-07),397.9419861,1017719.227
POINT Z (-121.2420836279991 49.49253786412006 2.229007804999128e-07),400.3708801,1017760.086
POINT Z (-121.2425297237476 49.49231204842428 2.229007804999128e-07),401.2901917,1017801.009
POINT Z (-121.2429743441607 49.4920833287525 2.229007804999128e-07),400.7088928,1017842.046
POINT Z (-121.2434189645738 49.49185460908073 2.229007804999128e-07),400.5419312,1017883.083
POINT Z (-121.2438635849869 49.49162588940894 2.229007804999128e-07),401.2376404,1017924.12
POINT Z (-121.2443082054 49.49139716973714 2.229007804999128e-07),400.5289001,1017965.157
POINT Z (-121.2447528258131 49.49116845006537 2.229007804999128e-07),399.4575195,1018006.194
POINT Z (-121.2451974462262 49.49093973039358 2.229007804999128e-07),397.5622253,1018047.231
POINT Z (-121.2456411195409 49.49070918287492 2.229007804999128e-07),396.2060547,1018088.342
POINT Z (-121.2460843835804 49.49047784547793 2.229007804999128e-07),395.811554,1018129.484
POINT Z (-121.24652764762 49.49024650808089 2.229007804999128e-07),395.3543091,1018170.626
POINT Z (-121.2469709116595 49.49001517068388 2.229007804999128e-07),394.8848267,1018211.768
POINT Z (-121.2474141756991 49.48978383328689 2.229007804999128e-07),394.9870911,1018252.91
POINT Z (-121.247847586164 49.48953518022584 2.229007804999128e-07),395.967041,1018294.781
POINT Z (-121.248174613551 49.48917480544817 2.229007804999128e-07),399.3045044,1018342.349
POINT Z (-121.2484189299683 49.48873856069094 2.229007804999128e-07),397.8632813,1018393.986
POINT Z (-121.248636664031 49.4882937985269 2.229007804999128e-07),398.1286621,1018446.58
POINT Z (-121.2486913730956 49.48779680062123 2.229007804999128e-07),394.8277893,1018504.785
POINT Z (-121.2487460821602 49.48729980271553 2.229007804999128e-07),389.0936584,1018560.191
POINT Z (-121.2488058827141 49.48680341578005 2.229007804999128e-07),386.3297729,1018615.558
POINT Z (-121.2488679111499 49.48630728607257 2.229007804999128e-07),385.9188843,1018670.909
POINT Z (-121.248926745 49.4858107595596 2.229007804999128e-07),385.6177368,1018726.286
POINT Z (-121.2489835438202 49.48531400352589 2.229007804999128e-07),384.4776306,1018781.677
POINT Z (-121.2490367825734 49.48481684597022 2.229007804999128e-07),382.6560059,1018837.093
POINT Z (-121.249161320845 49.48433388932619 2.229007804999128e-07),381.6768188,1018891.61
POINT Z (-121.2493728283323 49.48388215629293 2.229007804999128e-07),380.2527466,1018944.193
POINT Z (-121.2496534136474 49.48346842560063 2.229007804999128e-07),379.4112854,1018994.496
POINT Z (-121.2496213521434 49.48314620711192 2.229007804999128e-07),376.7286072,1019040.465
POINT Z (-121.249157866932 49.48295863990054 2.229007804999128e-07),376.1842957,1019079.993
POINT Z (-121.2486943817205 49.48277107268916 2.229007804999128e-07),395.3200073,1019119.522
POINT Z (-121.2482308965091 49.48258350547777 2.229007804999128e-07),410.3009949,1019159.05
POINT Z (-121.2477674112977 49.48239593826639 2.229007804999128e-07),423.7327881,1019198.579
POINT Z (-121.2473039260862 49.48220837105501 2.229007804999128e-07),434.4618225,1019238.108
POINT Z (-121.2472948224536 49.48176180072667 2.229007804999128e-07),436.9804077,1019290.899
POINT Z (-121.2473695903775 49.48126742257428 2.229007804999128e-07),435.0843811,1019346.139
POINT Z (-121.2474443583014 49.48077304442189 2.229007804999128e-07),430.4441833,1019401.378
POINT Z (-121.2475191262253 49.48027866626951 2.229007804999128e-07),426.8796082,1019456.617
POINT Z (-121.2476790828334 49.47981849336185 2.229007804999128e-07),426.8798218,1019509.768
POINT Z (-121.2479669651301 49.47940968560355 2.229007804999128e-07),424.8988037,1019559.783
POINT Z (-121.2483813752951 49.47913995226978 2.229007804999128e-07),410.6018066,1019602.721
POINT Z (-121.2486808598927 49.47878065518541 2.229007804999128e-07),404.4893799,1019650.519
POINT Z (-121.2488425536321 49.47830752186945 2.229007804999128e-07),402.7612,1019704.418
POINT Z (-121.2490042473714 49.47783438855352 2.229007804999128e-07),402.3703918,1019758.317
POINT Z (-121.249266696674 49.47741662384227 2.229007804999128e-07),402.0010071,1019808.91
POINT Z (-121.2496027498754 49.4770582530135 2.229007804999128e-07),400.5097961,1019856.388
POINT Z (-121.2500685228995 49.47687644132518 2.229007804999128e-07),396.5525818,1019895.728
POINT Z (-121.2504425777652 49.47661824347775 2.229007804999128e-07),383.3302002,1019938.818
POINT Z (-121.2505371286519 49.47612726473093 2.229007804999128e-07),384.0293884,1019993.664
POINT Z (-121.2506316795386 49.47563628598413 2.229007804999128e-07),385.471405,1020048.457
POINT Z (-121.2507262304253 49.47514530723732 2.229007804999128e-07),385.8121948,1020103.244
POINT Z (-121.2508955816617 49.47467696688311 2.229007804999128e-07),372.561615,1020156.791
POINT Z (-121.2510891512182 49.47421595622509 2.229007804999128e-07),371.7166138,1020209.938
POINT Z (-121.2512929276093 49.47375955168874 2.229007804999128e-07),375.3097839,1020264.373
POINT Z (-121.251510548121 49.47330939470181 2.229007804999128e-07),373.0202026,1020318.93
POINT Z (-121.2517281686328 49.47285923771488 2.229007804999128e-07),372.6596069,1020370.672
POINT Z (-121.2519457891445 49.47240908072796 2.229007804999128e-07),371.1998291,1020422.438
POINT Z (-121.2521634096562 49.47195892374103 2.229007804999128e-07),367.5003967,1020474.232
POINT Z (-121.2522589216644 49.47147735762085 2.229007804999128e-07),367.2000122,1020528.336
POINT Z (-121.2523065035329 49.47098659158318 2.229007804999128e-07),366.2697754,1020583.376
POINT Z (-121.252635706156 49.47061025977096 2.229007804999128e-07),370.4994202,1020631.545
POINT Z (-121.2528856227425 49.47020229981735 2.229007804999128e-07),368.7799988,1020681.614
POINT Z (-121.2529146507783 49.46970634955901 2.229007804999128e-07),368.1288147,1020736.968
POINT Z (-121.2531965071315 49.46931945643619 2.229007804999128e-07),366.6615906,1020785.804
POINT Z (-121.25314483806 49.46882213329472 2.229007804999128e-07),363.3890076,1020841.231
POINT Z (-121.2530931689885 49.46832481015322 2.229007804999128e-07),362.910614,1020896.658
POINT Z (-121.253041499917 49.46782748701175 2.229007804999128e-07),357.8007813,1020952.085
POINT Z (-121.2529898308456 49.46733016387025 2.229007804999128e-07),356.2796021,1021007.512
POINT Z (-121.2529381617741 49.46683284072877 2.229007804999128e-07),355.930603,1021062.939
POINT Z (-121.2528864927026 49.4663355175873 2.229007804999128e-07),354.7002258,1021118.366
POINT Z (-121.2528348251533 49.46583819428768 2.229007804999128e-07),354.9298096,1021173.793
POINT Z (-121.2527831603009 49.46534087070788 2.229007804999128e-07),355.8291931,1021229.22
POINT Z (-121.2527314954486 49.46484354712808 2.229007804999128e-07),354.7127686,1021284.648
POINT Z (-121.252785503072 49.46435426439165 2.229007804999128e-07),348.703186,1021339.565
POINT Z (-121.2529118222124 49.46387048399232 2.229007804999128e-07),349.6686096,1021394.133
POINT Z (-121.2530381413527 49.463386703593 2.229007804999128e-07),349.3099976,1021448.7
POINT Z (-121.2531644604931 49.46290292319367 2.229007804999128e-07),348.398407,1021503.268
POINT Z (-121.2532907796335 49.46241914279434 2.229007804999128e-07),347.9098206,1021557.836
POINT Z (-121.2534170987739 49.461935362395 2.229007804999128e-07),347.4504089,1021612.404
POINT Z (-121.2537715335096 49.46162068741047 2.229007804999128e-07),346.3797913,1021657.732
POINT Z (-121.2541977006377 49.46135918869365 2.229007804999128e-07),345.7502136,1021700.153
POINT Z (-121.2545363985873 49.46101402386684 2.229007804999128e-07),351.4893799,1021746.992
POINT Z (-121.254765469775 49.46058056369889 2.229007804999128e-07),350.7073975,1021798.498
POINT Z (-121.2543246462393 49.46034460902007 2.229007804999128e-07),366.2190247,1021839.841
POINT Z (-121.2538838227037 49.46010865434125 2.229007804999128e-07),372.4410095,1021881.185
POINT Z (-121.2540860635866 49.45981483609883 2.229007804999128e-07),375.7097778,1021925.142
POINT Z (-121.2545093331543 49.45954873900956 2.229007804999128e-07),369.9815979,1021967.768
POINT Z (-121.2548488743974 49.45920208466129 2.229007804999128e-07),366.6404114,1022014.653
POINT Z (-121.2550987973899 49.4587690275082 2.229007804999128e-07),375.9222107,1022066.102
POINT Z (-121.2550090163681 49.45828854919623 2.229007804999128e-07),388.8045959,1022120.469
POINT Z (-121.2549000167429 49.45780249747819 2.229007804999128e-07),395.0216064,1022175.181
POINT Z (-121.2548263301651 49.45733355405198 2.229007804999128e-07),404.839386,1022228.872
POINT Z (-121.2545793249061 49.45690299589529 2.229007804999128e-07),411.5678101,1022280.197
POINT Z (-121.2544562459032 49.45643508455947 2.229007804999128e-07),406.3583984,1022333.776
POINT Z (-121.2547438405084 49.45604603695043 2.229007804999128e-07),406.7006226,1022383.092
POINT Z (-121.2552054815324 49.45585397559318 2.229007804999128e-07),398.0925903,1022422.789
POINT Z (-121.2556671225564 49.45566191423591 2.229007804999128e-07),391.1374817,1022462.486
POINT Z (-121.2561274774992 49.45546680240908 2.229007804999128e-07),388.7192078,1022502.289
POINT Z (-121.2565872807063 49.45527038191435 2.229007804999128e-07),384.8200073,1022542.138
POINT Z (-121.2570470839134 49.45507396141961 2.229007804999128e-07),375.8605957,1022581.987
POINT Z (-121.2575068871205 49.45487754092488 2.229007804999128e-07),367.4415894,1022621.836
POINT Z (-121.2579016556126 49.45458806267808 2.229007804999128e-07),359.2778015,1022665.932
POINT Z (-121.2582441502319 49.45422378608576 2.229007804999128e-07),363.551178,1022713.441
POINT Z (-121.2586833361175 49.454004826051 2.229007804999128e-07),352.5538025,1022754.518
POINT Z (-121.2591416946855 49.45381108873441 2.229007804999128e-07),339.5001831,1022794.401
POINT Z (-121.25954670388 49.45351788649639 2.229007804999128e-07),339.5710144,1022838.275
POINT Z (-121.2599517130745 49.45322468425838 2.229007804999128e-07),335.7793884,1022882.149
POINT Z (-121.260356722269 49.45293148202036 2.229007804999128e-07),335.982605,1022926.023
POINT Z (-121.2607617314635 49.45263827978235 2.229007804999128e-07),333.7572021,1022969.897
POINT Z (-121.2611548355072 49.45233166167321 2.229007804999128e-07),333.0197754,1023014.514
POINT Z (-121.2614941030008 49.45196437763077 2.229007804999128e-07),329.7999878,1023062.492
POINT Z (-121.2618333704943 49.45159709358835 2.229007804999128e-07),327.8415833,1023110.204
POINT Z (-121.2622098249348 49.45126949985195 2.229007804999128e-07),326.8497925,1023155.72
POINT Z (-121.2625984026765 49.45095484553595 2.229007804999128e-07),328.0797729,1023200.611
POINT Z (-121.2629869804184 49.45064019121994 2.229007804999128e-07),342.5615845,1023245.503
POINT Z (-121.2633755581602 49.45032553690394 2.229007804999128e-07),341.4567566,1023290.394
POINT Z (-121.263764135902 49.45001088258792 2.229007804999128e-07),342.6410217,1023335.286
POINT Z (-121.2641527136437 49.44969622827191 2.229007804999128e-07),344.8365784,1023380.148
POINT Z (-121.2645412913855 49.4493815739559 2.229007804999128e-07),341.8439941,1023425.065
POINT Z (-121.2649298691273 49.4490669196399 2.229007804999128e-07),327.4222107,1023469.983
POINT Z (-121.2653184468691 49.4487522653239 2.229007804999128e-07),324.5801697,1023514.9
POINT Z (-121.2657287454428 49.44846728822584 2.229007804999128e-07),324.6700439,1023558.413
POINT Z (-121.2661612278449 49.44822063241512 2.229007804999128e-07),323.8208008,1023600.313
POINT Z (-121.2666242795317 49.4480319974891 2.229007804999128e-07),322.9797974,1023639.898
POINT Z (-121.2670873312186 49.44784336256306 2.229007804999128e-07),319.1072083,1023679.482
