X,Y,Z,Distance (meters)
596208.2979,5454454.255,64.27354431,28.09852668
596208.3464,5454454.254,64.27462006,28.14755304
596208.3949,5454454.254,64.27625275,28.19657941
596208.4434,5454454.253,64.27867126,28.24560577
596208.4919,5454454.253,64.2800827,28.29463213
596208.5404,5454454.252,64.2819519,28.3436585
596208.5889,5454454.252,64.28330994,28.39268486
596208.6374,5454454.251,64.28526306,28.44171122
596208.6859,5454454.25,64.28747559,28.49073759
596208.7344,5454454.25,64.28957367,28.53976395
596208.7829,5454454.249,64.29216766,28.58879032
596208.8314,5454454.249,64.29555511,28.63781668
596208.8799,5454454.248,64.29842377,28.68684304
596208.9284,5454454.248,64.30325317,28.73586941
596208.9769,5454454.247,64.30828094,28.78489577
596209.0254,5454454.247,64.31227875,28.83392214
596209.0739,5454454.246,64.31797028,28.8829485
596209.1224,5454454.246,64.3271637,28.93197486
596209.1709,5454454.245,64.33857727,28.98100123
596209.2194,5454454.244,64.36694336,29.03002759
596209.2679,5454454.244,64.45811462,29.07905396
596209.3164,5454454.243,65.40759277,29.12808032
596209.3649,5454454.243,65.45282745,29.17710668
596209.4134,5454454.242,65.53520966,29.22613305
596209.4619,5454454.242,65.63265228,29.27515941
596209.5103,5454454.241,65.72327423,29.32418578
596209.5588,5454454.241,65.79309845,29.37321214
596209.6073,5454454.24,65.82072449,29.4222385
596209.6558,5454454.239,65.84127045,29.47126487
596209.7043,5454454.239,65.84715271,29.52029123
596209.7528,5454454.238,65.85044861,29.5693176
596209.8013,5454454.238,65.85594177,29.61834396
596209.8498,5454454.237,65.85910034,29.66737032
596209.8983,5454454.237,65.85918427,29.71639669
596209.9468,5454454.236,65.85918427,29.76542305
596209.9953,5454454.236,65.85594177,29.81444942
596210.0438,5454454.235,65.84236145,29.86347578
596210.0923,5454454.235,65.82376099,29.91250214
596210.1408,5454454.234,65.80033875,29.96152851
596210.1893,5454454.233,65.73521423,30.01055487
596210.2378,5454454.233,65.66445923,30.05958123
596210.2863,5454454.232,65.60491943,30.1086076
596210.3348,5454454.232,65.55249786,30.15763396
596210.3833,5454454.231,65.5149231,30.20666033
596210.4318,5454454.231,65.46083069,30.25568669
596210.4803,5454454.23,65.4355545,30.30471305
596210.5288,5454454.23,65.4116745,30.35373942
596210.5773,5454454.229,65.38381958,30.40276578
596210.6258,5454454.229,65.34874725,30.45179215
596210.6743,5454454.228,65.31695557,30.50081851
596210.7228,5454454.227,65.2932663,30.54984487
596210.7713,5454454.227,65.26845551,30.59887124
596210.8198,5454454.226,65.23819733,30.6478976
596210.8683,5454454.226,65.20341492,30.69692397
596210.9168,5454454.225,65.17805481,30.74595033
596210.9653,5454454.225,65.13964844,30.79497669
596211.0138,5454454.224,65.11433411,30.84400306
596211.0623,5454454.224,65.07201385,30.89302942
596211.1108,5454454.223,65.0085144,30.94205579
596211.1593,5454454.222,64.9622345,30.99108215
596211.2078,5454454.222,64.91831207,31.04010851
596211.2563,5454454.221,64.88007355,31.08913488
596211.3048,5454454.221,64.85027313,31.13816124
596211.3533,5454454.22,64.82288361,31.18718761
596211.4018,5454454.22,64.80210876,31.23621397
596211.4503,5454454.219,64.78981018,31.28524033
596211.4988,5454454.219,64.783638,31.3342667
596211.5473,5454454.218,64.77404022,31.38329306
596211.5958,5454454.218,64.76806641,31.43231943
596211.6443,5454454.217,64.76441956,31.48134579
596211.6928,5454454.216,64.76213074,31.53037215
596211.7413,5454454.216,64.76011658,31.57939852
596211.7898,5454454.215,64.75902557,31.62842488
596211.8383,5454454.215,64.7589798,31.67745124
596211.8868,5454454.214,64.7576828,31.72647761
596211.9353,5454454.214,64.75653839,31.77550397
596211.9838,5454454.213,64.75650024,31.82453034
596212.0323,5454454.213,64.7563324,31.8735567
596212.0808,5454454.212,64.7563324,31.92258306
596212.1293,5454454.211,64.77106476,31.97160943
596212.1778,5454454.211,64.77404022,32.02063579
596212.2263,5454454.21,64.77565002,32.06966216
596212.2748,5454454.21,64.7783432,32.11868852
596212.3233,5454454.209,64.78067017,32.16771488
596212.3718,5454454.209,64.78392029,32.21674125
596212.4203,5454454.208,64.78961945,32.26576761
596212.4688,5454454.208,64.79502106,32.31479398
596212.5173,5454454.207,64.79745483,32.36382034
596212.5658,5454454.207,64.80430603,32.4128467
596212.6143,5454454.206,64.81184387,32.46187307
596212.6628,5454454.205,64.81659698,32.51089943
596212.7113,5454454.205,64.82371521,32.5599258
596212.7598,5454454.204,64.82879639,32.60895216
596212.8083,5454454.204,64.8360672,32.65797852
596212.8568,5454454.203,64.8360672,32.70700489
596212.9053,5454454.203,64.84184265,32.75603125
596212.9538,5454454.202,64.8503952,32.80505762
596213.0023,5454454.202,64.85734558,32.85408398
596213.0508,5454454.201,64.86579895,32.90311034
596213.0993,5454454.201,64.87136078,32.95213671
596213.1478,5454454.2,64.87934875,33.00116307
596213.1963,5454454.199,64.88567352,33.05018944
596213.2448,5454454.199,64.89582825,33.0992158
596213.2933,5454454.198,64.90517426,33.14824216
596213.3418,5454454.198,64.91414642,33.19726853
596213.3903,5454454.197,64.92336273,33.24629489
596213.4388,5454454.197,64.93395233,33.29532125
596213.4873,5454454.196,64.94167328,33.34434762
596213.5358,5454454.196,64.95559692,33.39337398
596213.5843,5454454.195,64.96769714,33.44240035
596213.6328,5454454.194,64.9849472,33.49142671
596213.6813,5454454.194,64.9949646,33.54045307
596213.7298,5454454.193,65.0089798,33.58947944
596213.7783,5454454.193,65.02960205,33.6385058
596213.8268,5454454.192,65.04069519,33.68753217
596213.8753,5454454.192,65.0603714,33.73655853
596213.9238,5454454.191,65.08118439,33.78558489
596213.9723,5454454.191,65.09992218,33.83461126
596214.0208,5454454.19,65.11569214,33.88363762
596214.0693,5454454.19,65.13502502,33.93266399
596214.1178,5454454.189,65.14691162,33.98169035
596214.1663,5454454.188,65.1628418,34.03071671
596214.2148,5454454.188,65.17224884,34.07974308
596214.2633,5454454.187,65.18093109,34.12876944
596214.3118,5454454.187,65.18740845,34.17779581
596214.3603,5454454.186,65.19352722,34.22682217
596214.4088,5454454.186,65.19883728,34.27584853
596214.4573,5454454.185,65.19969177,34.3248749
596214.5058,5454454.185,65.20041656,34.37390126
596214.5543,5454454.184,65.20168304,34.42292763
596214.6028,5454454.184,65.20185852,34.47195399
596214.6513,5454454.183,65.2035141,34.52098035
596214.6998,5454454.182,65.2059021,34.57000672
596214.7483,5454454.182,65.20779419,34.61903308
596214.7968,5454454.181,65.20927429,34.66805945
596214.8453,5454454.181,65.21164703,34.71708581
596214.8938,5454454.18,65.21405029,34.76611217
596214.9423,5454454.18,65.21588898,34.81513854
596214.9908,5454454.179,65.21820068,34.8641649
596215.0393,5454454.179,65.22052002,34.91319126
596215.0878,5454454.178,65.22342682,34.96221763
596215.1363,5454454.177,65.22733307,35.01124399
596215.1848,5454454.177,65.22979736,35.06027036
596215.2333,5454454.176,65.23252106,35.10929672
596215.2818,5454454.176,65.2361908,35.15832308
596215.3303,5454454.175,65.24046326,35.20734945
596215.3788,5454454.175,65.24543762,35.25637581
596215.4273,5454454.174,65.25627899,35.30540218
596215.4758,5454454.174,65.27474976,35.35442854
596215.5243,5454454.173,65.29640198,35.4034549
596215.5728,5454454.173,65.32032776,35.45248127
596215.6213,5454454.172,65.34586334,35.50150763
596215.6698,5454454.171,65.37232208,35.550534
596215.7183,5454454.171,65.39942169,35.59956036
596215.7668,5454454.17,65.42890167,35.64858672
596215.8153,5454454.17,65.45726776,35.69761309
596215.8638,5454454.169,65.48786163,35.74663945
596215.9123,5454454.169,65.5136795,35.79566582
596215.9608,5454454.168,65.54134369,35.84469218
596216.0093,5454454.168,65.56671906,35.89371854
596216.0578,5454454.167,65.59391022,35.94274491
596216.1063,5454454.167,65.61547089,35.99177127
596216.1548,5454454.166,65.63470459,36.04079764
596216.2033,5454454.165,65.65187836,36.089824
596216.2517,5454454.165,65.66891479,36.13885036
596216.3002,5454454.164,65.68263245,36.18787673
596216.3487,5454454.164,65.6967392,36.23690309
596216.3972,5454454.163,65.72212219,36.28592946
596216.4457,5454454.163,65.74167633,36.33495582
596216.4942,5454454.162,65.76728821,36.38398218
596216.5427,5454454.162,65.78833008,36.43300855
596216.5912,5454454.161,65.80982208,36.48203491
596216.6397,5454454.16,65.83087921,36.53106127
596216.6882,5454454.16,65.84733582,36.58008764
596216.7367,5454454.159,65.85956573,36.629114
596216.7852,5454454.159,65.87234497,36.67814037
596216.8337,5454454.158,65.87497711,36.72716673
596216.8822,5454454.158,65.88196564,36.77619309
596216.9307,5454454.157,66.03384399,36.82521946
596216.9792,5454454.157,66.96484375,36.87424582
596217.0277,5454454.156,66.97207642,36.92327219
596217.0762,5454454.156,66.97823334,36.97229855
596217.1247,5454454.155,66.99698639,37.02132491
596217.1732,5454454.154,67.00343323,37.07035128
596217.2217,5454454.154,67.00940704,37.11937764
596217.2702,5454454.153,67.01856995,37.16840401
596217.3187,5454454.153,67.02041626,37.21743037
596217.3672,5454454.152,67.01856995,37.26645673
596217.4157,5454454.152,67.01544952,37.3154831
596217.4642,5454454.151,67.00343323,37.36450946
596217.5127,5454454.151,67.00014496,37.41353583
596217.5612,5454454.15,67.00014496,37.46256219
596217.6097,5454454.149,66.99551392,37.51158855
596217.6582,5454454.149,66.98921204,37.56061492
596217.7067,5454454.148,66.98682404,37.60964128
596217.7552,5454454.148,66.98513794,37.65866765
596217.8037,5454454.147,66.98410034,37.70769401
596217.8522,5454454.147,66.9834671,37.75672037
596217.9007,5454454.146,66.9825058,37.80574674
596217.9492,5454454.146,66.98086548,37.8547731
596217.9977,5454454.145,66.97821045,37.90379947
596218.0462,5454454.145,66.97770691,37.95282583
